names,scores,logfoldchanges,pvals,pvals_adj,perturbation_label,compound,direction
SIRT6,2.5970144,1.6622132,0.009403798829969712,0.046345191520640296,Nutlin,Nutlin-3A,up
SNAP47,2.5963502,1.2100219,0.009421995508288837,0.046426796855136336,Nutlin,Nutlin-3A,up
C19orf60,2.5939152,2.9772441,0.009488985672294774,0.04673251233602525,Nutlin,Nutlin-3A,up
MMGT1,2.5939152,0.6406736,0.009488985672294774,0.04673251233602525,Nutlin,Nutlin-3A,up
TMEM159,2.593325,1.9886537,0.009505289547152553,0.046804673360071075,Nutlin,Nutlin-3A,up
NCR3LG1,2.5922182,1.6359806,0.009535926660635711,0.04694737486259464,Nutlin,Nutlin-3A,up
MKNK1,2.5915542,0.8118688,0.009554351167818855,0.04702991200167634,Nutlin,Nutlin-3A,up
STX3,2.59089,0.9730046,0.00957280741109559,0.047104395974236296,Nutlin,Nutlin-3A,up
EGLN2,2.589562,2.2805753,0.00960981529202917,0.047253677901357385,Nutlin,Nutlin-3A,up
ATP13A2,2.5889716,2.6395006,0.009626304143876099,0.04732654525141584,Nutlin,Nutlin-3A,up
GARNL3,2.587053,0.3816731,0.009680067248174426,0.04758260983152938,Nutlin,Nutlin-3A,up
MED21,2.5869794,0.56416667,0.009682140394715114,0.04758454639358947,Nutlin,Nutlin-3A,up
GLT8D1,2.5865366,1.7523259,0.00969458758742812,0.04762919955834571,Nutlin,Nutlin-3A,up
HCFC1R1,2.5865366,2.0371718,0.00969458758742812,0.04762919955834571,Nutlin,Nutlin-3A,up
CDK2AP2,2.5864627,2.2692294,0.009696663505725086,0.04763114065266727,Nutlin,Nutlin-3A,up
EXD2,2.5863152,0.50396734,0.009700816531050411,0.04764328229755746,Nutlin,Nutlin-3A,up
CWC15,2.586094,1.8374008,0.009707049041831792,0.047665630869421126,Nutlin,Nutlin-3A,up
TIMP4,2.5844705,3.610489,0.009752863282666339,0.04787400653112744,Nutlin,Nutlin-3A,up
JADE2,2.5835114,0.48043528,0.009780025826382679,0.04799071374338222,Nutlin,Nutlin-3A,up
SLC44A3-AS1,2.5832899,0.66425824,0.009786303671765043,0.04800489414064008,Nutlin,Nutlin-3A,up
GMPR2,2.5832899,1.2543752,0.009786303671765043,0.04800489414064008,Nutlin,Nutlin-3A,up
ZNF24,2.582847,1.268709,0.009798870137147916,0.04805821771313562,Nutlin,Nutlin-3A,up
TMX4,2.5824783,0.2610811,0.009809353174083055,0.04809298447182796,Nutlin,Nutlin-3A,up
HDAC5,2.582257,1.2167908,0.009815647792209949,0.04810719943542814,Nutlin,Nutlin-3A,up
LUC7L2,2.5819619,0.9548522,0.009824046215298924,0.04814003486929637,Nutlin,Nutlin-3A,up
ZNF721,2.580486,0.34078258,0.009866134452234426,0.04833791806836431,Nutlin,Nutlin-3A,up
CITED4,2.5793054,2.9509993,0.009899920636806782,0.048495064996686356,Nutlin,Nutlin-3A,up
PYROXD1,2.578715,0.40729076,0.009916852352288948,0.048563197944433756,Nutlin,Nutlin-3A,up
RNF11,2.577387,0.7818049,0.00995504306951354,0.048731388927945186,Nutlin,Nutlin-3A,up
ME1,2.575985,0.56639296,0.009995497574969146,0.04890407636040671,Nutlin,Nutlin-3A,up
KCTD10,2.5759113,0.9706023,0.00999763080989728,0.048906069720502175,Nutlin,Nutlin-3A,up
TMEM52,2.5756898,26.5347,0.01000403294794937,0.04892049796013619,Nutlin,Nutlin-3A,up
IRF2BP1,2.5756898,26.347973,0.01000403294794937,0.04892049796013619,Nutlin,Nutlin-3A,up
MGAT2,2.575321,1.5999584,0.010014711292857078,0.04896426649706416,Nutlin,Nutlin-3A,up
RPS6KA1,2.575247,2.168683,0.010016848179651238,0.04896626595048418,Nutlin,Nutlin-3A,up
NADK2,2.5751734,0.71830726,0.010018985472535812,0.04896826669898583,Nutlin,Nutlin-3A,up
PTCD2,2.574952,0.71585584,0.01002539978838741,0.048991167305280636,Nutlin,Nutlin-3A,up
ZNF706,2.574657,1.3065816,0.010033957898765298,0.04902453429917431,Nutlin,Nutlin-3A,up
MROH1,2.5734763,0.66197586,0.01006825544066502,0.04918362742243843,Nutlin,Nutlin-3A,up
AL807742.1,2.572517,1.8634796,0.010096199026033637,0.049311631851041225,Nutlin,Nutlin-3A,up
TBC1D9,2.5717793,0.28104493,0.010117741064002289,0.04940833125481593,Nutlin,Nutlin-3A,up
WFS1,2.571484,1.4734628,0.010126369332517848,0.049441945924343686,Nutlin,Nutlin-3A,up
SDCCAG3,2.5713365,1.6649998,0.010130685923169281,0.04944598306764917,Nutlin,Nutlin-3A,up
TNFSF15,2.5713365,1.4882767,0.010130685923169281,0.04944598306764917,Nutlin,Nutlin-3A,up
MUC13,2.5707462,0.6018579,0.0101479686740444,0.049513281040817876,Nutlin,Nutlin-3A,up
SETD1B,2.5701559,1.5577669,0.010165277671494813,0.04958919584348769,Nutlin,Nutlin-3A,up
ABHD14B,2.5698607,2.901199,0.010173942023252927,0.04962292066350111,Nutlin,Nutlin-3A,up
ZNF566,2.5696392,0.4511899,0.01018044460124317,0.049646091741529674,Nutlin,Nutlin-3A,up
UBA5,2.5692704,0.4165598,0.010191290453987272,0.049681883517132513,Nutlin,Nutlin-3A,up
DR1,2.5691228,0.4063365,0.010195631674594795,0.049685951916537796,Nutlin,Nutlin-3A,up
P2RY6,2.5688276,1.815766,0.010204319055024669,0.0497197375139768,Nutlin,Nutlin-3A,up
ARHGEF9,2.5684588,0.4340478,0.010215187547053077,0.04976413696207497,Nutlin,Nutlin-3A,up
DIABLO,2.5679421,2.1996887,0.010230420748184268,0.04982978053661839,Nutlin,Nutlin-3A,up
DOPEY2,2.5674257,0.7406034,0.010245674167564792,0.049886926900421145,Nutlin,Nutlin-3A,up
MEGF9,-2.6013677,-0.33916053,0.009285283921634193,0.045792964805302774,Nutlin,Nutlin-3A,down
RSRC1,-2.6063855,-0.53670305,0.009150345156115887,0.045206150807882144,Nutlin,Nutlin-3A,down
CPS1,-2.6083777,-0.66377777,0.00909725387620598,0.044990921525990414,Nutlin,Nutlin-3A,down
LINC02328,-2.6639395,-1.2530624,0.007723148154734968,0.03893587838620877,Nutlin,Nutlin-3A,down
LINC00624,-2.7686434,-1.6283884,0.005629020664072577,0.029550794290197975,Nutlin,Nutlin-3A,down
DNM3,-2.8294442,-0.98338854,0.004662895034550465,0.024926828803827784,Nutlin,Nutlin-3A,down
MKI67,-2.836749,-1.1188227,0.004557542578435745,0.024446648038559938,Nutlin,Nutlin-3A,down
AC092650.1,-3.075303,-1.4808058,0.0021028878276926413,0.012368541980314252,Nutlin,Nutlin-3A,down
AC008050.1,-3.1164763,-1.3522961,0.0018302640364939201,0.010921461837474144,Nutlin,Nutlin-3A,down
LINC00540,-3.2416193,-0.79925686,0.0011885264474537692,0.007421873615677591,Nutlin,Nutlin-3A,down
NFIB,-3.2784393,-0.46725142,0.0010438285158520862,0.006611536093477071,Nutlin,Nutlin-3A,down
UACA,-3.2793984,-0.5644569,0.00104028652337492,0.006593522589890066,Nutlin,Nutlin-3A,down
PDLIM5,-3.3236709,-0.2767012,0.0008884101864271558,0.005726971761367776,Nutlin,Nutlin-3A,down
RAD51B,-3.3446264,-0.34836912,0.0008239350230975862,0.005358887005861693,Nutlin,Nutlin-3A,down
FGD4,-3.5942485,-0.88965654,0.0003253293286762496,0.0023327890981851116,Nutlin,Nutlin-3A,down
TNS3,-3.7061098,-0.43872666,0.00021046707213299022,0.0015786701667826037,Nutlin,Nutlin-3A,down
PKP4,-3.779971,-0.32597166,0.00015684674916418342,0.0012120870405821188,Nutlin,Nutlin-3A,down
BICC1,-3.7953923,-0.39760047,0.0001474101597041411,0.0011457238359012481,Nutlin,Nutlin-3A,down
MT-ND6,-3.8356802,-1.0479304,0.00012521728579060316,0.000990345365541198,Nutlin,Nutlin-3A,down
SBF2,-3.8403287,-0.28733015,0.00012286966589264073,0.0009744977867522118,Nutlin,Nutlin-3A,down
PBX1,-4.1055937,-0.32956117,4.0327772104754584e-05,0.0003566817746268837,Nutlin,Nutlin-3A,down
MYO9A,-4.1171784,-0.3999304,3.835393154699034e-05,0.000340926509466315,Nutlin,Nutlin-3A,down
EPS8,-4.1508255,-0.27342725,3.312785849375219e-05,0.00029840345009407175,Nutlin,Nutlin-3A,down
DPYD,-4.159827,-1.1447108,3.1848829002432237e-05,0.00028825682410441543,Nutlin,Nutlin-3A,down
ERRFI1,-4.2153153,-0.66399235,2.494294609670519e-05,0.0002312179281937951,Nutlin,Nutlin-3A,down
DOCK4,-4.2758207,-0.6435894,1.9043435740335284e-05,0.00018133497379355554,Nutlin,Nutlin-3A,down
HIF1A-AS2,-4.332637,-1.4853694,1.473339564980861e-05,0.00014402034009116123,Nutlin,Nutlin-3A,down
LINC02506,-4.8612485,-0.59419495,1.1664773017745694e-06,1.4359528139742722e-05,Nutlin,Nutlin-3A,down
LRBA,-5.022031,-0.41464087,5.112798640840121e-07,6.770396630099409e-06,Nutlin,Nutlin-3A,down
PSD3,-5.3914094,-0.42689446,6.99071569173635e-08,1.1011834423147564e-06,Nutlin,Nutlin-3A,down
AC016205.1,-5.512937,-1.6252537,3.528944978340083e-08,5.817524304607404e-07,Nutlin,Nutlin-3A,down
LIMCH1,-5.5501256,-0.45137164,2.854641235193384e-08,4.792347353252969e-07,Nutlin,Nutlin-3A,down
MIR31HG,-5.602736,-0.31054124,2.1099438516022603e-08,3.612784825782771e-07,Nutlin,Nutlin-3A,down
MACROD2,-5.647451,-0.77562964,1.6284412374247023e-08,2.853850821653755e-07,Nutlin,Nutlin-3A,down
GNGT1,-5.9995637,-1.5278566,1.978484780667996e-09,4.068672112813474e-08,Nutlin,Nutlin-3A,down
TRIO,-6.106924,-0.3142308,1.0156956031206933e-09,2.1871414894554868e-08,Nutlin,Nutlin-3A,down
SEMA3C,-6.397277,-0.5889661,1.5817258662348882e-10,3.827749581329143e-09,Nutlin,Nutlin-3A,down
GLIS3,-6.4879613,-0.44455618,8.7005716605911e-11,2.17806360174762e-09,Nutlin,Nutlin-3A,down
CENPF,-6.533857,-1.6003702,6.409724602074024e-11,1.6437898260051919e-09,Nutlin,Nutlin-3A,down
CRIM1,-6.6347237,-0.37030506,3.251105532820458e-11,8.749271470946452e-10,Nutlin,Nutlin-3A,down
MTUS1,-6.694049,-0.44679064,2.1707898902652888e-11,5.98403150878772e-10,Nutlin,Nutlin-3A,down
PTPRM,-6.697812,-0.26827386,2.115632844993031e-11,5.843353173626951e-10,Nutlin,Nutlin-3A,down
SMYD3,-6.767836,-0.36337206,1.3072281717375708e-11,3.723038384994903e-10,Nutlin,Nutlin-3A,down
NFIA,-7.075012,-0.38742945,1.4943570486058028e-12,4.736810966822286e-11,Nutlin,Nutlin-3A,down
ASPH,-7.613216,-0.2884699,2.6735848164308087e-14,1.0670992468734685e-12,Nutlin,Nutlin-3A,down
MYO1E,-8.019119,-0.36802715,1.0650596577268851e-15,4.915579899131021e-14,Nutlin,Nutlin-3A,down
TBC1D8,-8.43373,-0.58903396,3.348196605965534e-17,1.776801412356766e-15,Nutlin,Nutlin-3A,down
PDE3A,-8.452324,-0.7470789,2.855607441978678e-17,1.529720296612321e-15,Nutlin,Nutlin-3A,down
EHBP1,-8.683721,-0.38275683,3.8302864207791335e-18,2.2472599708496705e-16,Nutlin,Nutlin-3A,down
THSD7A,-9.129322,-0.8135627,6.892986066167677e-20,4.687448653877869e-18,Nutlin,Nutlin-3A,down
AKAP13,-9.230779,-0.4812417,2.686706861766161e-20,1.898650849095498e-18,Nutlin,Nutlin-3A,down
FKBP5,-9.234395,-1.8284421,2.597507209271479e-20,1.8448160224645406e-18,Nutlin,Nutlin-3A,down
MBNL1,-9.726481,-0.66104835,2.3249609892965935e-22,1.9377866033731432e-20,Nutlin,Nutlin-3A,down
MALAT1,-10.657307,-0.46721852,1.611975386083871e-26,1.7368881555454273e-24,Nutlin,Nutlin-3A,down
DCBLD2,-11.560979,-0.8167723,6.496398253929914e-31,8.980240669261752e-29,Nutlin,Nutlin-3A,down
GPC6,-12.073726,-1.0902044,1.4539841794303027e-33,2.409532378754147e-31,Nutlin,Nutlin-3A,down
CNTN1,-12.687414,-0.8566413,6.944063021475146e-37,1.4156896251982928e-34,Nutlin,Nutlin-3A,down
ZBTB20,-13.120988,-0.7069159,2.4965901834233693e-39,5.7990469358894615e-37,Nutlin,Nutlin-3A,down
PCDH9,-14.607947,-1.3771201,2.4993436926984245e-48,9.571135346444319e-46,Nutlin,Nutlin-3A,down
PDE4D,-17.81282,-0.7584673,5.620436731181094e-71,6.924866786443906e-68,Nutlin,Nutlin-3A,down
FLNA,22.321218,4.115378,2.2993458198782568e-110,2.193575178189528e-106,SAHA,Vorinostat,up
ALDOA,22.320776,4.1998444,2.3222265278313868e-110,2.193575178189528e-106,SAHA,Vorinostat,up
PLEC,21.980839,3.9780195,4.3927229106115095e-107,3.112024546022724e-103,SAHA,Vorinostat,up
SQSTM1,21.944313,3.327216,9.813718474108535e-107,5.562023082385752e-103,SAHA,Vorinostat,up
SLC9A3R1,21.632637,5.1768155,8.857291510645769e-104,4.183298780477997e-100,SAHA,Vorinostat,up
PSAP,21.502993,3.5659397,1.4596497832996658e-102,5.909079365592275e-99,SAHA,Vorinostat,up
UBB,21.106535,4.196126,6.927001854994738e-99,2.4537172320855113e-95,SAHA,Vorinostat,up
RPS5,21.013268,3.8678074,4.96019550516532e-98,1.5618002247263872e-94,SAHA,Vorinostat,up
UBC,20.904873,4.038208,4.834769081432213e-97,1.3700768622962605e-93,SAHA,Vorinostat,up
CLU,20.83057,3.2582414,2.2872312375860226e-96,5.89232352824661e-93,SAHA,Vorinostat,up
BSG,20.758627,3.570032,1.0245122700581067e-95,2.419385725742219e-92,SAHA,Vorinostat,up
PKM,20.7511,2.7187483,1.1981573713416308e-95,2.611798737621472e-92,SAHA,Vorinostat,up
POLR2L,20.654293,3.8053432,8.932022576801548e-95,1.807968969867159e-91,SAHA,Vorinostat,up
CKB,20.29399,5.499165,1.4531163091248192e-91,2.7452273311986084e-88,SAHA,Vorinostat,up
ALDOC,20.27259,7.227538,2.2451852492854156e-91,3.976503724640632e-88,SAHA,Vorinostat,up
P4HB,20.261007,3.4786067,2.840952716613691e-91,4.7357010637293394e-88,SAHA,Vorinostat,up
CD81,20.230532,3.6508138,5.273051945774322e-91,8.301541446630706e-88,SAHA,Vorinostat,up
GAPDH,20.044073,3.3516486,2.2738175365863956e-89,3.304006954693896e-86,SAHA,Vorinostat,up
G6PD,20.042818,3.3047566,2.3318561328914503e-89,3.304006954693896e-86,SAHA,Vorinostat,up
DHRS2,19.791794,4.888862,3.503484750413395e-87,4.727702421772133e-84,SAHA,Vorinostat,up
EEF2,19.695354,3.487977,2.3633985975118174e-86,3.0442722480131766e-83,SAHA,Vorinostat,up
CALR,19.580246,3.0006104,2.2791799287996555e-85,2.8081478618402017e-82,SAHA,Vorinostat,up
RPL18,19.515387,3.5757585,8.125175939617835e-85,9.593801490703759e-82,SAHA,Vorinostat,up
PNPLA2,19.473106,4.5156736,1.8566205623356975e-84,2.1045165398187597e-81,SAHA,Vorinostat,up
FASN,19.43459,4.2586126,3.9354680975476735e-84,4.289357498011768e-81,SAHA,Vorinostat,up
DHCR7,19.394745,4.4358253,8.547600134203458e-84,8.971181207520652e-81,SAHA,Vorinostat,up
GRN,19.182827,4.0665383,5.1501584742874345e-82,5.212328244441332e-79,SAHA,Vorinostat,up
UBA1,19.10144,3.9414017,2.4561560915087306e-81,2.400087976592221e-78,SAHA,Vorinostat,up
TPI1,18.78032,3.3412979,1.094212286593614e-78,9.689933680465574e-76,SAHA,Vorinostat,up
ACTG1,18.752722,2.786365,1.8393011225166001e-78,1.5794580366628912e-75,SAHA,Vorinostat,up
RPL8,18.492548,3.3874621,2.3707980685765603e-76,1.975990460803605e-73,SAHA,Vorinostat,up
VGF,18.477201,6.8519263,3.151104888299722e-76,2.551314580703929e-73,SAHA,Vorinostat,up
PRDX1,18.469822,3.1912496,3.6127206734982875e-76,2.843813290155402e-73,SAHA,Vorinostat,up
RPLP1,18.440603,2.7417924,6.204604104026301e-76,4.752055975672901e-73,SAHA,Vorinostat,up
H1FX,18.352869,4.227534,3.13129994268891e-75,2.335125730945219e-72,SAHA,Vorinostat,up
RPS3,18.32557,3.1530304,5.173823994455245e-75,3.759380111663403e-72,SAHA,Vorinostat,up
EIF4A3,18.29325,3.56133,9.366175608650364e-75,6.63546710994835e-72,SAHA,Vorinostat,up
SLC1A5,18.281591,3.596794,1.1599248006639883e-74,8.017060732003927e-72,SAHA,Vorinostat,up
QSOX1,18.235327,3.7033265,2.706331211641422e-74,1.8260003303689198e-71,SAHA,Vorinostat,up
NR4A1,18.138443,3.8765955,1.5845442512469526e-73,1.0442515114380498e-70,SAHA,Vorinostat,up
TMSB10,18.131065,3.074984,1.8121474034125987e-73,1.1671052981342324e-70,SAHA,Vorinostat,up
APLP2,18.034477,3.0008523,1.0447790653543586e-72,6.579322034224848e-70,SAHA,Vorinostat,up
RPL28,18.02496,3.1400068,1.241036528015933e-72,7.645324593677284e-70,SAHA,Vorinostat,up
RPL19,18.022156,3.0751305,1.305567830053472e-72,7.871740674054316e-70,SAHA,Vorinostat,up
CAVIN1,17.973677,3.2048044,3.1324694844075435e-72,1.8493316718571036e-69,SAHA,Vorinostat,up
POR,17.934643,2.9773643,6.326802064917386e-72,3.6589574880740593e-69,SAHA,Vorinostat,up
CFL1,17.792603,3.070122,8.064467987894687e-71,4.5706178768191924e-68,SAHA,Vorinostat,up
GPRC5A,17.78825,2.8023407,8.716001341598084e-71,4.843020510160912e-68,SAHA,Vorinostat,up
ATP5B,17.775412,3.2323,1.0959191884900121e-70,5.972338069890377e-68,SAHA,Vorinostat,up
SIRT2,17.773935,4.115244,1.1251392752086259e-70,6.0158861850683094e-68,SAHA,Vorinostat,up
TMBIM6,17.748257,2.7208874,1.7778628919704184e-70,9.329829376418096e-68,SAHA,Vorinostat,up
IDI1,17.734459,3.0428529,2.2727347134292988e-70,1.1709955692574449e-67,SAHA,Vorinostat,up
FDFT1,17.722948,3.1239803,2.7890489452518554e-70,1.4113583751883405e-67,SAHA,Vorinostat,up
RHOB,17.672995,3.5892801,6.770593961891474e-70,3.3660542402119404e-67,SAHA,Vorinostat,up
GSTP1,17.667166,3.390052,7.507622676944813e-70,3.668120886539002e-67,SAHA,Vorinostat,up
COX6A1,17.635216,3.240047,1.3219202683463082e-69,6.34925026515215e-67,SAHA,Vorinostat,up
ACSL3,17.49834,1.8362086,1.4750614281699542e-68,6.852506680570518e-66,SAHA,Vorinostat,up
LGALS3BP,17.481665,4.274546,1.9764624662815113e-68,9.033708607981527e-66,SAHA,Vorinostat,up
RPS16,17.47185,2.9017625,2.3475638696558616e-68,1.0559565863223462e-65,SAHA,Vorinostat,up
PCYOX1,17.457905,2.9769118,2.99736284880955e-68,1.3271760688994536e-65,SAHA,Vorinostat,up
NUCB1,17.430456,3.3966136,4.84583075047065e-68,2.1126331047205732e-65,SAHA,Vorinostat,up
LPIN1,17.419905,3.0687442,5.827472144622046e-68,2.5021046308227202e-65,SAHA,Vorinostat,up
LGALS1,17.40773,3.7988582,7.2087041128972916e-68,3.0489590619594543e-65,SAHA,Vorinostat,up
MEG3,17.37873,3.6650205,1.1957048148173145e-67,4.982923976807803e-65,SAHA,Vorinostat,up
JPT1,17.367884,3.174961,1.4445523153478631e-67,5.932713552511268e-65,SAHA,Vorinostat,up
STC1,17.358438,3.690841,1.702896781013199e-67,6.893812711478861e-65,SAHA,Vorinostat,up
PLD3,17.338223,2.921277,2.4211237612853812e-67,9.66335283764861e-65,SAHA,Vorinostat,up
FAU,17.306787,3.3715649,4.1809513942009714e-67,1.6455527862342656e-64,SAHA,Vorinostat,up
DNAJB1,17.267385,4.203938,8.280929773229021e-67,3.214588875531014e-64,SAHA,Vorinostat,up
MYL6,17.15132,2.9561646,6.144223373566574e-66,2.3529054318936428e-63,SAHA,Vorinostat,up
RHOA,17.04632,2.870653,3.7224752498777827e-65,1.369967579623852e-62,SAHA,Vorinostat,up
LRPAP1,16.979616,3.9651031,1.1624438816165061e-64,4.169789204715007e-62,SAHA,Vorinostat,up
TUBA1A,16.972828,4.269211,1.3049484012479805e-64,4.622453474320659e-62,SAHA,Vorinostat,up
OS9,16.968916,3.1256232,1.3948135118681612e-64,4.879780901150611e-62,SAHA,Vorinostat,up
DBI,16.959177,3.5473137,1.6463475885217755e-64,5.689536337015863e-62,SAHA,Vorinostat,up
ATP1A3,16.920734,4.8820148,3.164635946645776e-64,1.0804753428439518e-61,SAHA,Vorinostat,up
ATP6AP2,16.835732,3.2224948,1.3352952065053496e-63,4.5047137573748334e-61,SAHA,Vorinostat,up
NEU1,16.74667,3.8654752,5.988632746030306e-63,1.9965397030236094e-60,SAHA,Vorinostat,up
S100A6,16.742315,2.6519618,6.443149854560075e-63,2.1230927974246908e-60,SAHA,Vorinostat,up
HADHA,16.717155,2.9524775,9.830159234939867e-63,3.201920142525586e-60,SAHA,Vorinostat,up
H3F3B,16.703283,2.878239,1.2404800028247336e-62,3.9890201046240287e-60,SAHA,Vorinostat,up
DAD1,16.702692,3.2367759,1.2528152632914762e-62,3.9890201046240287e-60,SAHA,Vorinostat,up
INSIG1,16.690813,2.9721816,1.5287536377243e-62,4.8135356206479126e-60,SAHA,Vorinostat,up
TIMP2,16.641302,3.5652473,3.4992870836965723e-62,1.0897010700856426e-59,SAHA,Vorinostat,up
RPS6,16.578362,2.7836175,9.991676965768506e-62,3.077653715825521e-59,SAHA,Vorinostat,up
APMAP,16.507524,3.3403485,3.23895176539681e-61,9.764405864661148e-59,SAHA,Vorinostat,up
BAIAP2,16.471664,4.5770416,5.863432763734668e-61,1.7308120589449274e-58,SAHA,Vorinostat,up
ACLY,16.463991,2.7416131,6.65634009941256e-61,1.944612017908795e-58,SAHA,Vorinostat,up
AP2S1,16.457867,3.9675972,7.365091276212425e-61,2.1082015816697747e-58,SAHA,Vorinostat,up
CTSD,16.393303,2.7646172,2.1352134650350876e-60,6.050767917216431e-58,SAHA,Vorinostat,up
ATP6V0D1,16.381424,3.5382004,2.5959793929626707e-60,7.264932220893554e-58,SAHA,Vorinostat,up
SLC25A5,16.38098,3.0264661,2.6149449027141736e-60,7.264932220893554e-58,SAHA,Vorinostat,up
HSPA5,16.3691,2.8325267,3.1787702530978457e-60,8.745630236144345e-58,SAHA,Vorinostat,up
SPTAN1,16.315456,2.6722083,7.663022369759233e-60,2.0880262299445877e-57,SAHA,Vorinostat,up
LIPA,16.314425,3.0450828,7.793756740334148e-60,2.103423604834182e-57,SAHA,Vorinostat,up
CYBA,16.299814,3.1528656,9.899231511686831e-60,2.6464568167752965e-57,SAHA,Vorinostat,up
RPLP2,16.281294,2.610331,1.3400556643673798e-59,3.5490184501722253e-57,SAHA,Vorinostat,up
SUPT5H,16.26816,2.915216,1.6607452447261576e-59,4.3576109949120236e-57,SAHA,Vorinostat,up
PITRM1,16.239677,3.3655272,2.6430870484425054e-59,6.871541355849882e-57,SAHA,Vorinostat,up
HDLBP,16.229939,2.5666304,3.097727013486442e-59,7.980308009834435e-57,SAHA,Vorinostat,up
RPLP0,16.217836,2.7075987,3.772492194439196e-59,9.631070613154768e-57,SAHA,Vorinostat,up
RPS11,16.216805,2.6716297,3.8364670171547423e-59,9.706946636797417e-57,SAHA,Vorinostat,up
CORO1B,16.186846,4.2352,6.244836454313699e-59,1.5660723490472707e-56,SAHA,Vorinostat,up
RGL1,16.179394,2.556694,7.048514153635861e-59,1.7521122288222194e-56,SAHA,Vorinostat,up
TFRC,16.150469,2.960996,1.1270138781896651e-58,2.7771581982729332e-56,SAHA,Vorinostat,up
PTPN1,16.118814,2.902121,1.8818513826583038e-58,4.557940553997523e-56,SAHA,Vorinostat,up
AREG,16.076313,2.689696,3.739850989214981e-58,8.98134723155713e-56,SAHA,Vorinostat,up
SREBF1,16.068861,2.9090652,4.2176875163393956e-58,1.0043767129245865e-55,SAHA,Vorinostat,up
RACK1,16.031597,2.7273202,7.688019394671406e-58,1.800521434761969e-55,SAHA,Vorinostat,up
H1F0,16.02968,3.7059772,7.929073635537165e-58,1.8417548252774766e-55,SAHA,Vorinostat,up
AC008050.1,15.952941,2.7238789,2.717915641728864e-57,6.26181247604167e-55,SAHA,Vorinostat,up
SQLE,15.931911,3.5829542,3.805445542492863e-57,8.62709726265302e-55,SAHA,Vorinostat,up
ELF3,15.915605,2.8816297,4.9387758229400455e-57,1.1107542005593255e-54,SAHA,Vorinostat,up
HMGCS1,15.907192,2.5602846,5.6490343621736e-57,1.2604908327187046e-54,SAHA,Vorinostat,up
NPC1,15.905127,2.7673147,5.838513881774001e-57,1.2925922373571221e-54,SAHA,Vorinostat,up
MFSD12,15.863437,4.1296973,1.135084879276067e-56,2.4934911092190067e-54,SAHA,Vorinostat,up
MYH9,15.794225,2.6336799,3.409607076353653e-56,7.432418871516138e-54,SAHA,Vorinostat,up
PPM1G,15.755265,2.879864,6.319409447545554e-56,1.3670185108743961e-53,SAHA,Vorinostat,up
AP2A1,15.660744,3.2222486,2.8059801678032538e-55,6.023929242061257e-53,SAHA,Vorinostat,up
ARHGDIA,15.655135,3.2785313,3.0645943696453344e-55,6.529659793008232e-53,SAHA,Vorinostat,up
LMNA,15.570723,2.5935764,1.1509878420926191e-54,2.4340816021806446e-52,SAHA,Vorinostat,up
EDF1,15.550875,3.0369382,1.5694862270915598e-54,3.2945259780237496e-52,SAHA,Vorinostat,up
EHD1,15.540691,4.469697,1.8398702199239475e-54,3.833694286191531e-52,SAHA,Vorinostat,up
ARL6IP1,15.518039,2.8971076,2.619342905825594e-54,5.418024763889466e-52,SAHA,Vorinostat,up
ACOT7,15.515677,3.6926098,2.717500913187385e-54,5.580329049123487e-52,SAHA,Vorinostat,up
FTL,15.504093,2.372189,3.2547946440171137e-54,6.6355662318098546e-52,SAHA,Vorinostat,up
LDHA,15.497305,2.4784644,3.6175205167179146e-54,7.322378314482304e-52,SAHA,Vorinostat,up
HSP90AA1,15.494944,2.223074,3.752901527079847e-54,7.54253357974388e-52,SAHA,Vorinostat,up
TFPI2,15.49214,2.5614178,3.9202339398221096e-54,7.82335136525908e-52,SAHA,Vorinostat,up
ACTN4,15.485794,1.9944373,4.326876864099118e-54,8.5744780821567e-52,SAHA,Vorinostat,up
ENO1,15.470963,2.459716,5.44860552939914e-54,1.0722401631396725e-51,SAHA,Vorinostat,up
OAZ1,15.458271,3.1752381,6.635548164223805e-54,1.2968149232949945e-51,SAHA,Vorinostat,up
CDC37,15.447941,3.647041,7.789199469028079e-54,1.5118516065295734e-51,SAHA,Vorinostat,up
CST3,15.439751,2.8284583,8.844139405701088e-54,1.7049334862500507e-51,SAHA,Vorinostat,up
DCXR,15.435102,4.982989,9.504981208716786e-54,1.8077326006215858e-51,SAHA,Vorinostat,up
RPL32,15.433847,2.8478932,9.691578730968986e-54,1.8309330538546608e-51,SAHA,Vorinostat,up
SLC38A10,15.379393,2.8975894,2.2504819893961796e-53,4.2234542129476115e-51,SAHA,Vorinostat,up
ATP5G3,15.358659,2.782922,3.0992087136482163e-53,5.740220688062951e-51,SAHA,Vorinostat,up
TRIM28,15.354896,2.723416,3.284385763192785e-53,6.043696347880334e-51,SAHA,Vorinostat,up
MAP2K3,15.348623,3.5884733,3.617812969057718e-53,6.614295736590814e-51,SAHA,Vorinostat,up
CKS2,15.347221,3.7496908,3.6968363066967746e-53,6.715445337126488e-51,SAHA,Vorinostat,up
PCNA,15.318371,2.8941596,5.764432681683401e-53,1.0404617409779886e-50,SAHA,Vorinostat,up
TMEM104,15.262145,4.7605853,1.3668048631376211e-52,2.451425076683159e-50,SAHA,Vorinostat,up
