cell_id,UMAP_1,UMAP_2,leiden,treatment_group,perturbation,dose_value,percent_mito,ngenes,cell_line,disease
D02_A01_RT_671,3.214077,0.085688286,3,BMS,BMS,10.0,13.303513,2797,A549,lung adenocarcinoma
D02_A01_RT_758,8.090186,-0.28219998,0,BMS,BMS,10.0,14.558473,1055,A549,lung adenocarcinoma
D02_B02_RT_503,0.38072655,7.696505,1,BMS,BMS,100.0,2.6392963,775,A549,lung adenocarcinoma
D02_B02_RT_627,9.466137,-1.8980347,0,BMS,BMS,10.0,13.921114,1072,A549,lung adenocarcinoma
D02_B02_RT_710,2.6492608,8.061962,1,BMS,BMS,10.0,6.577693,757,A549,lung adenocarcinoma
D03_A01_RT_517,9.542195,-2.3726919,0,BMS,BMS,10.0,6.6564064,1464,A549,lung adenocarcinoma
D03_B02_RT_400,7.241207,0.71065676,0,BMS,BMS,10.0,5.63489,1543,A549,lung adenocarcinoma
D03_B02_RT_499,8.783106,-1.1476859,0,BMS,BMS,10.0,8.357183,1117,A549,lung adenocarcinoma
D03_B02_RT_524,7.367466,0.9762032,0,BMS,BMS,10.0,6.9887834,2390,A549,lung adenocarcinoma
D03_B02_RT_667,8.025998,-0.63243526,0,BMS,BMS,10.0,6.7548747,995,A549,lung adenocarcinoma
D03_B02_RT_692,9.109543,-1.6408502,0,BMS,BMS,10.0,7.156673,968,A549,lung adenocarcinoma
D04_A01_RT_496,7.8813744,1.4096177,0,BMS,BMS,10.0,10.772659,3285,A549,lung adenocarcinoma
D04_A01_RT_503,8.104587,0.23354219,0,BMS,BMS,10.0,6.9979296,1506,A549,lung adenocarcinoma
D04_B02_RT_561,9.517704,-2.1284478,0,BMS,BMS,10.0,5.536332,1035,A549,lung adenocarcinoma
D04_B02_RT_630,0.9907004,7.5235085,1,BMS,BMS,100.0,6.110155,829,A549,lung adenocarcinoma
D05_A01_RT_678,5.7747755,3.8377523,5,BMS,BMS,50.0,15.765896,4795,A549,lung adenocarcinoma
D05_B02_RT_398,8.63051,-2.2099276,0,BMS,BMS,10.0,6.4771976,944,A549,lung adenocarcinoma
D05_B02_RT_492,4.080485,0.010313108,3,BMS,BMS,100.0,14.495012,1702,A549,lung adenocarcinoma
D05_B02_RT_710,2.2340271,7.9862165,1,BMS,BMS,50.0,5.3455725,1191,A549,lung adenocarcinoma
D06_B02_RT_740,7.0840163,1.3201265,4,BMS,BMS,50.0,9.317291,2116,A549,lung adenocarcinoma
D07_A01_RT_719,9.629071,-1.761858,0,BMS,BMS,10.0,9.041836,1299,A549,lung adenocarcinoma
D07_B02_RT_424,0.2394345,7.8626223,1,BMS,BMS,10.0,6.4333506,1241,A549,lung adenocarcinoma
D07_B02_RT_495,8.517493,-1.3112179,0,BMS,BMS,10.0,3.853755,720,A549,lung adenocarcinoma
D07_B02_RT_719,8.582358,-2.1700482,0,BMS,BMS,10.0,12.676923,975,A549,lung adenocarcinoma
D08_B02_RT_582,7.015993,-1.59373,0,BMS,BMS,50.0,15.512048,840,A549,lung adenocarcinoma
D08_B02_RT_635,-0.73445666,9.298069,1,BMS,BMS,10.0,2.3768115,1185,A549,lung adenocarcinoma
D08_B02_RT_716,2.0196652,9.80159,1,BMS,BMS,100.0,7.428041,768,A549,lung adenocarcinoma
D09_A01_RT_426,10.456843,5.611341,2,BMS,BMS,50.0,2.631579,2752,A549,lung adenocarcinoma
D09_A01_RT_506,8.309888,-1.994971,0,BMS,BMS,10.0,11.826923,676,A549,lung adenocarcinoma
D10_A01_RT_566,9.023186,-2.1853883,0,BMS,BMS,10.0,11.293634,952,A549,lung adenocarcinoma
D10_B02_RT_701,-1.2799704,7.1076946,1,BMS,BMS,100.0,4.025045,810,A549,lung adenocarcinoma
D10_B02_RT_740,7.7473707,0.24508305,0,BMS,BMS,10.0,7.824,3056,A549,lung adenocarcinoma
D11_A01_RT_399,9.264686,5.087279,2,BMS,BMS,10.0,5.962264,2804,A549,lung adenocarcinoma
D11_A01_RT_630,7.221133,0.34765646,0,BMS,BMS,10.0,8.697697,2329,A549,lung adenocarcinoma
D11_A01_RT_720,8.174468,-0.75548905,0,BMS,BMS,10.0,10.560093,1120,A549,lung adenocarcinoma
D11_B02_RT_424,0.8414093,5.8148694,1,BMS,BMS,50.0,3.4329307,1094,A549,lung adenocarcinoma
D11_B02_RT_484,2.414729,7.8569236,1,BMS,BMS,50.0,9.107468,771,A549,lung adenocarcinoma
D11_B02_RT_502,1.4436055,7.116313,1,BMS,BMS,50.0,4.851752,804,A549,lung adenocarcinoma
D11_B02_RT_716,-0.7112736,8.737493,1,BMS,BMS,50.0,6.673022,748,A549,lung adenocarcinoma
D12_A01_RT_536,7.621495,-1.2507921,0,BMS,BMS,10.0,14.937965,1210,A549,lung adenocarcinoma
D12_B02_RT_396,0.79605985,9.711516,1,BMS,BMS,50.0,3.7668161,811,A549,lung adenocarcinoma
D12_B02_RT_424,0.4604387,8.932302,1,BMS,BMS,50.0,3.6787565,1283,A549,lung adenocarcinoma
E01_A01_RT_478,4.321314,3.1196988,5,BMS,BMS,100.0,18.57417,1671,A549,lung adenocarcinoma
E01_A01_RT_617,0.8480741,5.894142,1,BMS,BMS,100.0,11.57154,857,A549,lung adenocarcinoma
E01_B02_RT_396,8.210108,-0.72066873,0,BMS,BMS,10.0,5.133767,960,A549,lung adenocarcinoma
E01_B02_RT_397,8.1242695,-0.35805577,0,BMS,BMS,10.0,9.752494,1636,A549,lung adenocarcinoma
E01_B02_RT_630,-0.9836828,6.3709874,1,BMS,BMS,100.0,4.4996123,904,A549,lung adenocarcinoma
E02_A01_RT_505,9.453858,-2.2384834,0,BMS,BMS,10.0,9.255725,676,A549,lung adenocarcinoma
E02_A01_RT_617,8.733553,-0.92211634,0,BMS,BMS,10.0,12.423873,1065,A549,lung adenocarcinoma
E02_B02_RT_428,3.762639,2.939556,5,BMS,BMS,50.0,5.9565215,1406,A549,lung adenocarcinoma
E03_A01_RT_543,9.652262,-1.9699782,0,BMS,BMS,10.0,8.203281,1447,A549,lung adenocarcinoma
E03_B02_RT_510,8.208253,-1.3228669,0,BMS,BMS,10.0,8.237678,1010,A549,lung adenocarcinoma
E03_B02_RT_635,1.1984488,9.040479,1,BMS,BMS,50.0,3.030303,1074,A549,lung adenocarcinoma
E04_A01_RT_635,1.2705163,10.083658,1,BMS,BMS,100.0,3.2085562,941,A549,lung adenocarcinoma
E04_B02_RT_446,0.59633464,6.567164,1,BMS,BMS,100.0,5.910391,727,A549,lung adenocarcinoma
E04_B02_RT_562,7.8788233,1.5391101,0,BMS,BMS,10.0,5.130376,3004,A549,lung adenocarcinoma
E04_B02_RT_630,5.385493,2.0827172,3,BMS,BMS,100.0,8.786001,2735,A549,lung adenocarcinoma
E04_B02_RT_692,6.5593605,1.5726072,0,BMS,BMS,10.0,3.7417018,2663,A549,lung adenocarcinoma
E05_A01_RT_402,-1.2573391,7.8245697,1,BMS,BMS,50.0,4.640785,1387,A549,lung adenocarcinoma
E05_B02_RT_391,7.052064,-0.18931042,0,BMS,BMS,10.0,6.9580507,2157,A549,lung adenocarcinoma
E05_B02_RT_475,7.438892,-0.610675,0,BMS,BMS,10.0,7.1251035,840,A549,lung adenocarcinoma
E05_B02_RT_575,1.3897849,9.109995,1,BMS,BMS,100.0,3.2388663,894,A549,lung adenocarcinoma
E05_B02_RT_604,-1.1003344,9.5799055,1,BMS,BMS,100.0,1.6936104,886,A549,lung adenocarcinoma
E05_B02_RT_635,2.1704082,9.3820505,1,BMS,BMS,100.0,3.2081046,1503,A549,lung adenocarcinoma
E05_B02_RT_644,8.277812,-1.8652662,0,BMS,BMS,10.0,10.009718,652,A549,lung adenocarcinoma
E06_A01_RT_546,7.865749,-1.5838114,0,BMS,BMS,10.0,8.099689,886,A549,lung adenocarcinoma
E06_A01_RT_568,3.0088463,0.16097617,3,BMS,BMS,10.0,6.8108606,1401,A549,lung adenocarcinoma
E07_A01_RT_396,2.06442,6.5061083,1,BMS,BMS,50.0,5.052431,772,A549,lung adenocarcinoma
E07_A01_RT_545,8.37388,-1.9306529,0,BMS,BMS,10.0,5.859873,993,A549,lung adenocarcinoma
E07_A01_RT_558,8.586446,-2.3457077,0,BMS,BMS,10.0,4.908566,709,A549,lung adenocarcinoma
E07_A01_RT_631,9.495221,-1.6576462,0,BMS,BMS,10.0,6.2556257,2521,A549,lung adenocarcinoma
E07_A01_RT_635,1.2332926,9.205762,1,BMS,BMS,50.0,2.9955947,849,A549,lung adenocarcinoma
E07_A01_RT_682,8.114527,-1.7516533,0,BMS,BMS,10.0,10.882353,689,A549,lung adenocarcinoma
E08_A01_RT_481,6.600594,1.1322322,0,BMS,BMS,100.0,10.871068,2884,A549,lung adenocarcinoma
E08_A01_RT_619,-0.9503272,7.8025727,1,BMS,BMS,50.0,6.877898,927,A549,lung adenocarcinoma
E08_B02_RT_424,0.40958756,8.595954,1,BMS,BMS,50.0,3.2752244,1276,A549,lung adenocarcinoma
E08_B02_RT_425,7.926241,-1.1211709,0,BMS,BMS,10.0,5.827937,776,A549,lung adenocarcinoma
E08_B02_RT_501,8.282586,-2.1276274,0,BMS,BMS,10.0,9.176301,881,A549,lung adenocarcinoma
E09_A01_RT_629,7.7380233,-0.27558953,0,BMS,BMS,10.0,5.0113897,1200,A549,lung adenocarcinoma
E09_B02_RT_442,8.801917,4.247631,4,BMS,BMS,10.0,8.320681,1857,A549,lung adenocarcinoma
E09_B02_RT_471,8.358971,-1.067562,0,BMS,BMS,10.0,10.479921,690,A549,lung adenocarcinoma
E09_B02_RT_617,-0.84216964,8.831021,1,BMS,BMS,100.0,9.811047,939,A549,lung adenocarcinoma
E09_B02_RT_757,8.896322,-2.108735,0,BMS,BMS,10.0,9.699411,1765,A549,lung adenocarcinoma
E10_A01_RT_454,3.959962,3.3363645,5,BMS,BMS,10.0,13.793103,835,A549,lung adenocarcinoma
E10_A01_RT_761,7.2427964,-1.3539922,0,BMS,BMS,10.0,12.990099,1563,A549,lung adenocarcinoma
E10_B02_RT_745,9.158918,-1.1457345,0,BMS,BMS,10.0,10.023202,1261,A549,lung adenocarcinoma
E11_B02_RT_397,7.849104,-0.06764461,0,BMS,BMS,10.0,5.46875,1380,A549,lung adenocarcinoma
E11_B02_RT_567,5.2419443,3.5541632,5,BMS,BMS,100.0,18.600145,2113,A549,lung adenocarcinoma
E11_B02_RT_604,0.45569083,9.347731,1,BMS,BMS,50.0,1.6778524,839,A549,lung adenocarcinoma
E12_A01_RT_503,8.784797,-0.69605416,0,BMS,BMS,10.0,11.611219,998,A549,lung adenocarcinoma
E12_A01_RT_678,8.18848,-2.2328527,0,BMS,BMS,10.0,13.345691,698,A549,lung adenocarcinoma
E12_B02_RT_700,4.4918313,3.8144433,5,BMS,BMS,100.0,5.674791,1685,A549,lung adenocarcinoma
F01_B02_RT_635,-0.2659105,8.44395,1,BMS,BMS,50.0,2.6992288,1082,A549,lung adenocarcinoma
F01_B02_RT_726,8.206926,-1.7999871,0,BMS,BMS,10.0,11.821706,728,A549,lung adenocarcinoma
F02_A01_RT_502,5.345044,2.655243,5,BMS,BMS,10.0,6.6868153,2816,A549,lung adenocarcinoma
F02_A01_RT_635,0.3834996,9.833212,1,BMS,BMS,100.0,3.5714285,1166,A549,lung adenocarcinoma
F02_B02_RT_602,0.98269033,7.168877,1,BMS,BMS,100.0,2.8423772,879,A549,lung adenocarcinoma
F03_A01_RT_497,8.068391,0.18949857,0,BMS,BMS,10.0,5.749129,1179,A549,lung adenocarcinoma
F03_A01_RT_613,8.126149,-0.8280319,0,BMS,BMS,10.0,7.501821,954,A549,lung adenocarcinoma
F03_A01_RT_729,9.5202875,-1.539102,0,BMS,BMS,10.0,8.486332,1506,A549,lung adenocarcinoma
F03_B02_RT_572,1.1549627,8.871997,1,BMS,BMS,100.0,4.818259,827,A549,lung adenocarcinoma
F03_B02_RT_676,1.2090148,9.677125,1,BMS,BMS,10.0,2.0590868,710,A549,lung adenocarcinoma
F04_A01_RT_616,8.207895,0.021322098,0,BMS,BMS,10.0,11.6125765,2143,A549,lung adenocarcinoma
F04_A01_RT_619,1.8556373,8.26603,1,BMS,BMS,100.0,5.891354,953,A549,lung adenocarcinoma
F04_A01_RT_734,7.3000274,0.26446077,0,BMS,BMS,10.0,9.672489,2296,A549,lung adenocarcinoma
F04_B02_RT_386,8.289778,-1.4607226,0,BMS,BMS,10.0,10.374575,2157,A549,lung adenocarcinoma
F04_B02_RT_698,7.832799,-0.86159855,0,BMS,BMS,10.0,7.908612,779,A549,lung adenocarcinoma
F05_A01_RT_389,7.829408,1.7006214,0,BMS,BMS,50.0,12.749695,5320,A549,lung adenocarcinoma
F05_A01_RT_526,9.222108,-2.2496967,0,BMS,BMS,10.0,8.303678,1426,A549,lung adenocarcinoma
F05_A01_RT_533,-0.56508857,7.416244,1,BMS,BMS,50.0,9.691252,798,A549,lung adenocarcinoma
F05_A01_RT_651,9.663755,-2.2632663,0,BMS,BMS,10.0,8.533469,1184,A549,lung adenocarcinoma
F05_A01_RT_711,8.993643,-0.5253127,0,BMS,BMS,100.0,8.008658,2425,A549,lung adenocarcinoma
F05_B02_RT_432,9.604673,4.4795747,4,BMS,BMS,10.0,8.316804,3507,A549,lung adenocarcinoma
F05_B02_RT_512,7.489973,0.3675462,0,BMS,BMS,10.0,8.457322,2177,A549,lung adenocarcinoma
F05_B02_RT_524,7.4258795,-0.008222225,0,BMS,BMS,10.0,13.525858,3063,A549,lung adenocarcinoma
F05_B02_RT_527,8.692431,-2.4111454,0,BMS,BMS,10.0,12.931576,911,A549,lung adenocarcinoma
F05_B02_RT_572,0.040150773,7.5524707,1,BMS,BMS,10.0,5.547337,937,A549,lung adenocarcinoma
F06_A01_RT_434,3.6502213,-1.7842529,3,BMS,BMS,10.0,7.781649,1182,A549,lung adenocarcinoma
F06_A01_RT_453,7.9397807,-1.541972,0,BMS,BMS,10.0,15.225425,865,A549,lung adenocarcinoma
F06_A01_RT_609,8.265224,-2.4697702,0,BMS,BMS,10.0,10.312204,678,A549,lung adenocarcinoma
F06_B02_RT_432,-0.23321739,6.831208,1,BMS,BMS,50.0,7.247796,730,A549,lung adenocarcinoma
F06_B02_RT_455,5.7505984,3.5643384,5,BMS,BMS,10.0,12.368024,2627,A549,lung adenocarcinoma
F06_B02_RT_569,8.0346575,-1.7029021,0,BMS,BMS,10.0,9.546926,804,A549,lung adenocarcinoma
F07_A01_RT_546,6.982196,-0.3431911,0,BMS,BMS,50.0,12.516454,3278,A549,lung adenocarcinoma
F07_A01_RT_635,0.9611851,9.14427,1,BMS,BMS,10.0,5.704698,1747,A549,lung adenocarcinoma
F07_A01_RT_710,1.7434348,8.499942,1,BMS,BMS,50.0,6.302521,1223,A549,lung adenocarcinoma
F07_B02_RT_479,6.106636,0.8377296,3,BMS,BMS,50.0,10.695569,2308,A549,lung adenocarcinoma
F07_B02_RT_743,7.567863,-0.5906095,0,BMS,BMS,10.0,8.464567,2292,A549,lung adenocarcinoma
F08_A01_RT_424,-0.22567739,8.917096,1,BMS,BMS,50.0,4.203152,1494,A549,lung adenocarcinoma
F08_A01_RT_635,0.45199034,7.3220716,1,BMS,BMS,50.0,2.9883382,956,A549,lung adenocarcinoma
F08_A01_RT_710,0.8811022,9.77566,1,BMS,BMS,10.0,7.5985665,971,A549,lung adenocarcinoma
F08_B02_RT_420,7.165867,1.0140889,0,BMS,BMS,10.0,9.843483,3716,A549,lung adenocarcinoma
F08_B02_RT_485,5.804259,3.7714145,5,BMS,BMS,100.0,5.9270515,1880,A549,lung adenocarcinoma
F08_B02_RT_604,-0.9800614,7.413706,1,BMS,BMS,50.0,2.8941355,930,A549,lung adenocarcinoma
F09_A01_RT_429,0.923438,8.828534,1,BMS,BMS,100.0,3.267974,1045,A549,lung adenocarcinoma
F09_A01_RT_444,8.85524,-0.5291398,0,BMS,BMS,10.0,12.021858,1352,A549,lung adenocarcinoma
F09_A01_RT_652,9.095026,-2.69272,0,BMS,BMS,10.0,5.8487873,861,A549,lung adenocarcinoma
F09_A01_RT_746,2.4519181,7.655067,1,BMS,BMS,100.0,3.0927835,744,A549,lung adenocarcinoma
F09_B02_RT_474,8.666563,-2.252635,0,BMS,BMS,10.0,7.4050226,964,A549,lung adenocarcinoma
F10_A01_RT_567,9.601547,-2.1404998,0,BMS,BMS,10.0,6.56,1220,A549,lung adenocarcinoma
F10_A01_RT_726,6.1244483,2.6543024,5,BMS,BMS,50.0,10.176136,5790,A549,lung adenocarcinoma
F10_B02_RT_424,-0.5258575,9.08049,1,BMS,BMS,100.0,2.118644,1179,A549,lung adenocarcinoma
F10_B02_RT_632,9.298599,-1.8865354,0,BMS,BMS,10.0,8.308004,1129,A549,lung adenocarcinoma
F10_B02_RT_661,8.582497,-1.3516672,0,BMS,BMS,10.0,11.201144,1264,A549,lung adenocarcinoma
F11_A01_RT_456,7.6361194,-1.3639004,0,BMS,BMS,10.0,12.530513,749,A549,lung adenocarcinoma
F11_A01_RT_551,9.466835,-2.3142607,0,BMS,BMS,10.0,9.016018,1202,A549,lung adenocarcinoma
F11_A01_RT_570,1.7840213,7.011103,1,BMS,BMS,10.0,7.7540107,771,A549,lung adenocarcinoma
F11_A01_RT_624,1.1559306,6.605797,1,BMS,BMS,100.0,4.385965,873,A549,lung adenocarcinoma
F12_A01_RT_496,5.5322404,2.0186768,3,BMS,BMS,10.0,11.06515,2005,A549,lung adenocarcinoma
F12_A01_RT_641,8.857227,-1.7614707,0,BMS,BMS,10.0,16.987179,792,A549,lung adenocarcinoma
F12_A01_RT_694,9.411549,-2.1216788,0,BMS,BMS,10.0,10.610932,802,A549,lung adenocarcinoma
F12_B02_RT_400,1.521652,7.4868855,1,BMS,BMS,50.0,4.0053406,986,A549,lung adenocarcinoma
F12_B02_RT_617,1.0203234,6.5679836,1,BMS,BMS,100.0,9.768452,926,A549,lung adenocarcinoma
F12_B02_RT_761,5.179703,2.8337636,5,BMS,BMS,10.0,6.646526,2663,A549,lung adenocarcinoma
G01_A01_RT_424,-0.33493897,8.06593,1,BMS,BMS,50.0,2.5032938,1492,A549,lung adenocarcinoma
G01_A01_RT_447,9.591792,-1.7619346,0,BMS,BMS,10.0,10.924617,1720,A549,lung adenocarcinoma
G01_A01_RT_572,2.1981637,7.9663916,1,BMS,BMS,100.0,4.543185,1322,A549,lung adenocarcinoma
G01_A01_RT_579,5.3744287,3.9442687,5,BMS,BMS,100.0,11.078557,2703,A549,lung adenocarcinoma
G01_A01_RT_587,9.409942,-2.498276,0,BMS,BMS,10.0,11.297539,1039,A549,lung adenocarcinoma
G01_A01_RT_730,7.9924974,1.0769291,0,BMS,BMS,10.0,9.254633,4085,A549,lung adenocarcinoma
G01_B02_RT_503,2.1973104,7.1808014,1,BMS,BMS,50.0,3.5714285,1159,A549,lung adenocarcinoma
G01_B02_RT_539,4.4776244,3.6674974,5,BMS,BMS,50.0,4.064039,1112,A549,lung adenocarcinoma
G01_B02_RT_676,0.20337224,9.766085,1,BMS,BMS,100.0,2.193646,827,A549,lung adenocarcinoma
G01_B02_RT_757,4.600799,4.098062,5,BMS,BMS,100.0,4.6309695,948,A549,lung adenocarcinoma
G02_A01_RT_443,6.2901235,3.06141,5,BMS,BMS,10.0,13.188406,5721,A549,lung adenocarcinoma
G02_A01_RT_457,0.0020759066,9.325552,1,BMS,BMS,50.0,2.4062278,1013,A549,lung adenocarcinoma
G02_A01_RT_582,9.163388,-1.6963079,0,BMS,BMS,10.0,8.038181,2044,A549,lung adenocarcinoma
G02_A01_RT_671,5.4116564,-1.745662,3,BMS,BMS,50.0,4.7590933,3676,A549,lung adenocarcinoma
G02_A01_RT_687,8.896141,-2.0369065,0,BMS,BMS,10.0,6.3816605,1000,A549,lung adenocarcinoma
G02_A01_RT_701,1.0931399,8.735905,1,BMS,BMS,10.0,3.6853294,966,A549,lung adenocarcinoma
G02_B02_RT_635,0.7573271,8.417051,1,BMS,BMS,50.0,2.273804,1400,A549,lung adenocarcinoma
G02_B02_RT_691,7.324328,-0.66870254,0,BMS,BMS,10.0,7.8112917,918,A549,lung adenocarcinoma
G03_A01_RT_388,0.5956629,10.158457,1,BMS,BMS,50.0,4.1108985,724,A549,lung adenocarcinoma
G03_A01_RT_390,2.050299,8.193382,1,BMS,BMS,100.0,7.9719386,949,A549,lung adenocarcinoma
G03_A01_RT_513,-0.69501185,7.4296904,1,BMS,BMS,10.0,5.097706,825,A549,lung adenocarcinoma
G03_A01_RT_516,-0.63319695,8.131532,1,BMS,BMS,50.0,4.8652697,887,A549,lung adenocarcinoma
G03_A01_RT_542,8.460941,-1.865509,0,BMS,BMS,10.0,15.033948,1524,A549,lung adenocarcinoma
G03_A01_RT_601,8.037148,-0.18388574,0,BMS,BMS,10.0,5.3014555,1736,A549,lung adenocarcinoma
G03_A01_RT_658,-0.7501283,8.183848,1,BMS,BMS,10.0,4.837067,1255,A549,lung adenocarcinoma
G03_A01_RT_668,-1.1158721,9.394969,1,BMS,BMS,100.0,4.397537,794,A549,lung adenocarcinoma
G03_A01_RT_704,-1.4594547,8.192075,1,BMS,BMS,10.0,9.937888,966,A549,lung adenocarcinoma
G03_B02_RT_397,6.1136646,3.3915071,5,BMS,BMS,100.0,5.8199306,2931,A549,lung adenocarcinoma
G03_B02_RT_434,4.49209,2.68722,5,BMS,BMS,100.0,7.4408116,2030,A549,lung adenocarcinoma
G03_B02_RT_502,-0.8920874,8.006576,1,BMS,BMS,100.0,5.1813474,971,A549,lung adenocarcinoma
G04_A01_RT_400,-0.39524624,9.944063,1,BMS,BMS,10.0,4.046714,1965,A549,lung adenocarcinoma
G04_A01_RT_450,1.1628162,8.298029,1,BMS,BMS,50.0,2.8065894,1107,A549,lung adenocarcinoma
G04_A01_RT_467,0.43306184,9.532119,1,BMS,BMS,50.0,8.066971,870,A549,lung adenocarcinoma
G04_A01_RT_577,4.7294655,3.8486857,5,BMS,BMS,50.0,9.288794,2256,A549,lung adenocarcinoma
G04_A01_RT_623,1.7705338,9.976354,1,BMS,BMS,10.0,4.1468387,971,A549,lung adenocarcinoma
G04_A01_RT_710,1.8337194,9.570663,1,BMS,BMS,100.0,6.5818586,1934,A549,lung adenocarcinoma
G04_A01_RT_711,8.069717,0.24451478,0,BMS,BMS,10.0,13.769202,2504,A549,lung adenocarcinoma
G04_A01_RT_745,11.542274,6.8134108,2,BMS,BMS,50.0,4.3420396,4758,A549,lung adenocarcinoma
G04_B02_RT_469,0.26569122,8.397914,1,BMS,BMS,100.0,2.4503312,1059,A549,lung adenocarcinoma
G04_B02_RT_500,5.2810555,3.902868,5,BMS,BMS,50.0,9.120172,2022,A549,lung adenocarcinoma
G04_B02_RT_502,-0.5522623,8.322359,1,BMS,BMS,50.0,4.878049,1146,A549,lung adenocarcinoma
G05_A01_RT_386,9.339979,-2.2731895,0,BMS,BMS,10.0,10.866444,1136,A549,lung adenocarcinoma
G05_A01_RT_488,-0.01543499,6.6856794,1,BMS,BMS,10.0,5.8468957,1115,A549,lung adenocarcinoma
G05_A01_RT_510,0.53195035,6.784118,1,BMS,BMS,100.0,4.2991753,1158,A549,lung adenocarcinoma
G05_A01_RT_560,0.099746495,8.034189,1,BMS,BMS,50.0,3.4205232,1050,A549,lung adenocarcinoma
G05_A01_RT_566,-0.4731764,6.6202116,1,BMS,BMS,100.0,2.78481,1066,A549,lung adenocarcinoma
G05_A01_RT_583,-1.0935167,9.456383,1,BMS,BMS,10.0,3.3621519,1309,A549,lung adenocarcinoma
G05_A01_RT_595,0.74362403,6.6440806,1,BMS,BMS,10.0,3.9184954,912,A549,lung adenocarcinoma
G05_A01_RT_605,7.915362,0.065735616,0,BMS,BMS,10.0,9.817894,1458,A549,lung adenocarcinoma
G05_A01_RT_634,8.83229,-1.0554403,0,BMS,BMS,10.0,18.12245,1268,A549,lung adenocarcinoma
G05_A01_RT_641,-0.6632905,7.288083,1,BMS,BMS,10.0,2.1390374,1027,A549,lung adenocarcinoma
G05_A01_RT_669,0.2561038,6.936902,1,BMS,BMS,50.0,3.6659877,1003,A549,lung adenocarcinoma
G05_A01_RT_676,1.7353337,9.149746,1,BMS,BMS,100.0,4.022755,1334,A549,lung adenocarcinoma
G05_A01_RT_698,-1.0734648,8.149895,1,BMS,BMS,50.0,5.841924,776,A549,lung adenocarcinoma
G05_B02_RT_397,8.113761,-0.020271473,0,BMS,BMS,10.0,5.0805454,1924,A549,lung adenocarcinoma
G05_B02_RT_455,9.167826,-1.11513,0,BMS,BMS,10.0,6.213018,1620,A549,lung adenocarcinoma
G05_B02_RT_513,3.9091625,5.254456,0,BMS,BMS,100.0,8.9314375,6320,A549,lung adenocarcinoma
G05_B02_RT_615,0.38829783,6.7538085,1,BMS,BMS,100.0,4.185623,772,A549,lung adenocarcinoma
G05_B02_RT_617,0.43849134,7.7611227,1,BMS,BMS,100.0,8.276798,1351,A549,lung adenocarcinoma
G05_B02_RT_720,0.35678977,7.099548,1,BMS,BMS,50.0,3.1069365,979,A549,lung adenocarcinoma
G05_B02_RT_732,3.6267705,-0.66103274,3,BMS,BMS,50.0,7.47189,1617,A549,lung adenocarcinoma
G06_A01_RT_455,0.5062755,8.572719,1,BMS,BMS,10.0,4.6332045,1322,A549,lung adenocarcinoma
G06_A01_RT_617,0.86687523,8.5202465,1,BMS,BMS,100.0,10.28738,1464,A549,lung adenocarcinoma
G06_A01_RT_637,-0.5505952,7.363261,1,BMS,BMS,100.0,11.227787,833,A549,lung adenocarcinoma
G06_A01_RT_738,9.748907,-2.2955964,0,BMS,BMS,10.0,8.171663,2138,A549,lung adenocarcinoma
G06_B02_RT_457,-1.3053724,7.676417,1,BMS,BMS,100.0,3.7383177,786,A549,lung adenocarcinoma
G06_B02_RT_661,5.1529717,4.131346,5,BMS,BMS,50.0,5.325725,2229,A549,lung adenocarcinoma
G06_B02_RT_750,8.247,-0.43242186,0,BMS,BMS,10.0,6.6234317,3609,A549,lung adenocarcinoma
G07_A01_RT_387,1.4874898,7.965971,1,BMS,BMS,50.0,6.7282324,1000,A549,lung adenocarcinoma
G07_A01_RT_432,-0.15008122,9.2028475,1,BMS,BMS,100.0,6.5386925,1131,A549,lung adenocarcinoma
G07_A01_RT_465,-0.13332483,8.627664,1,BMS,BMS,50.0,6.627102,745,A549,lung adenocarcinoma
G07_A01_RT_527,6.284679,1.2656995,3,BMS,BMS,10.0,17.875523,3782,A549,lung adenocarcinoma
G07_A01_RT_533,9.267415,-1.0115076,0,BMS,BMS,10.0,16.297586,1975,A549,lung adenocarcinoma
G07_A01_RT_710,8.731229,-0.56182235,0,BMS,BMS,10.0,11.124754,3474,A549,lung adenocarcinoma
G07_A01_RT_741,8.134264,1.9703089,4,BMS,BMS,10.0,4.60303,4727,A549,lung adenocarcinoma
G07_B02_RT_387,0.086033694,6.9506044,1,BMS,BMS,50.0,4.661792,782,A549,lung adenocarcinoma
G07_B02_RT_539,8.976639,-2.5949564,0,BMS,BMS,10.0,6.5337424,1562,A549,lung adenocarcinoma
G07_B02_RT_566,2.1262941,7.225281,1,BMS,BMS,100.0,2.807971,802,A549,lung adenocarcinoma
G07_B02_RT_614,8.561186,-1.5820434,0,BMS,BMS,10.0,4.9044914,1271,A549,lung adenocarcinoma
G07_B02_RT_752,-0.9682793,8.43558,1,BMS,BMS,100.0,4.6577277,1009,A549,lung adenocarcinoma
G08_A01_RT_641,-0.74376756,7.1980834,1,BMS,BMS,10.0,3.336339,815,A549,lung adenocarcinoma
G08_B02_RT_617,7.6259055,0.087047175,0,BMS,BMS,10.0,9.996214,1615,A549,lung adenocarcinoma
G08_B02_RT_746,2.7549248,7.282448,1,BMS,BMS,50.0,3.2535884,741,A549,lung adenocarcinoma
G09_A01_RT_442,9.723093,-1.9492269,0,BMS,BMS,10.0,12.609971,993,A549,lung adenocarcinoma
