cell_id,UMAP_1,UMAP_2,leiden,treatment_group,perturbation,dose_value,percent_mito,ngenes,cell_line,disease
B06_B02_RT_636,4.100506,3.4616969,5,control,control,,11.005354,1080,A549,lung adenocarcinoma
B07_A01_RT_397,1.2462921,8.770965,1,control,control,,5.602241,762,A549,lung adenocarcinoma
B07_A01_RT_402,1.3674095,8.531392,1,control,control,,4.0883074,871,A549,lung adenocarcinoma
B07_B02_RT_393,0.5256642,6.0676885,1,control,control,,7.135969,736,A549,lung adenocarcinoma
B07_B02_RT_396,0.76605153,7.8460226,1,control,control,,4.5489006,944,A549,lung adenocarcinoma
B07_B02_RT_464,2.59687,7.062109,1,control,control,,3.5892322,762,A549,lung adenocarcinoma
B07_B02_RT_489,0.7759612,9.076885,1,control,control,,10.84991,794,A549,lung adenocarcinoma
B07_B02_RT_502,0.7908157,8.34738,1,control,control,,4.375,828,A549,lung adenocarcinoma
B07_B02_RT_617,0.061751686,6.3365107,1,control,control,,8.742245,1179,A549,lung adenocarcinoma
B07_B02_RT_624,1.9773941,8.047122,1,control,control,,4.028436,895,A549,lung adenocarcinoma
B08_A01_RT_476,9.757475,7.1738014,2,control,control,,3.8972836,4658,A549,lung adenocarcinoma
B08_B02_RT_455,1.8098484,9.414745,1,control,control,,4.182156,777,A549,lung adenocarcinoma
B08_B02_RT_626,9.591887,-2.177334,0,control,control,,7.3017683,1093,A549,lung adenocarcinoma
B08_B02_RT_651,8.31625,1.5262859,0,control,control,,7.581627,2168,A549,lung adenocarcinoma
B08_B02_RT_752,1.2871014,8.525118,1,control,control,,4.137931,761,A549,lung adenocarcinoma
B09_B02_RT_395,5.196482,3.6608639,5,control,control,,10.805544,2248,A549,lung adenocarcinoma
B09_B02_RT_604,0.7580895,8.516137,1,control,control,,2.2047243,896,A549,lung adenocarcinoma
B09_B02_RT_746,2.662654,7.57034,1,control,control,,2.4390244,834,A549,lung adenocarcinoma
B10_B02_RT_396,0.6279157,7.762194,1,control,control,,4.0427155,926,A549,lung adenocarcinoma
B10_B02_RT_438,2.202902,9.650359,1,control,control,,6.20229,752,A549,lung adenocarcinoma
B10_B02_RT_681,3.0877893,2.7354105,5,control,control,,14.683053,989,A549,lung adenocarcinoma
B11_A01_RT_432,2.150481,6.583778,1,control,control,,6.4114833,760,A549,lung adenocarcinoma
B11_A01_RT_503,0.08262626,8.355894,1,control,control,,4.151144,1264,A549,lung adenocarcinoma
B11_A01_RT_658,-0.6234981,8.360035,1,control,control,,4.7619047,805,A549,lung adenocarcinoma
B11_B02_RT_446,2.1851726,8.708493,1,control,control,,5.1625237,750,A549,lung adenocarcinoma
B11_B02_RT_565,1.8044491,8.563817,1,control,control,,4.962547,772,A549,lung adenocarcinoma
B11_B02_RT_572,2.271753,8.085667,1,control,control,,4.457652,980,A549,lung adenocarcinoma
B11_B02_RT_667,0.05775479,6.9724474,1,control,control,,3.6328871,754,A549,lung adenocarcinoma
B11_B02_RT_676,1.5186552,7.292056,1,control,control,,2.2824535,894,A549,lung adenocarcinoma
B11_B02_RT_729,2.3054643,8.78543,1,control,control,,5.4556355,1092,A549,lung adenocarcinoma
B11_B02_RT_746,1.1815989,7.910108,1,control,control,,3.080986,798,A549,lung adenocarcinoma
B12_B02_RT_397,0.000974285,7.3567653,1,control,control,,4.347826,1125,A549,lung adenocarcinoma
B12_B02_RT_432,1.4277023,7.4844556,1,control,control,,5.546075,827,A549,lung adenocarcinoma
B12_B02_RT_502,0.4729876,8.904522,1,control,control,,6.1719832,984,A549,lung adenocarcinoma
C01_B02_RT_502,-0.28347728,8.989489,1,control,control,,5.3703704,1115,A549,lung adenocarcinoma
C01_B02_RT_623,0.99766636,9.027171,1,control,control,,4.2114697,839,A549,lung adenocarcinoma
C02_A01_RT_397,1.1144648,6.276576,1,control,control,,4.9613404,1029,A549,lung adenocarcinoma
C02_B02_RT_402,0.7412062,8.47332,1,control,control,,3.6737692,933,A549,lung adenocarcinoma
C02_B02_RT_530,4.076281,2.6968126,5,control,control,,12.916423,1109,A549,lung adenocarcinoma
C03_A01_RT_431,0.06956265,6.7702255,1,control,control,,4.371964,1001,A549,lung adenocarcinoma
C03_B02_RT_572,-1.4369582,7.7394805,1,control,control,,5.5177627,926,A549,lung adenocarcinoma
C03_B02_RT_604,1.0302976,6.510296,1,control,control,,2.103468,1179,A549,lung adenocarcinoma
C03_B02_RT_635,0.49614376,6.5880737,1,control,control,,3.0346136,1346,A549,lung adenocarcinoma
C03_B02_RT_701,-0.95354015,6.7387133,1,control,control,,4.769231,922,A549,lung adenocarcinoma
C03_B02_RT_716,0.5507432,8.202157,1,control,control,,8.137255,757,A549,lung adenocarcinoma
C04_B02_RT_432,-0.03709233,7.1861124,1,control,control,,5.129829,1063,A549,lung adenocarcinoma
C04_B02_RT_619,1.9785236,7.7632847,1,control,control,,7.142857,966,A549,lung adenocarcinoma
C04_B02_RT_702,1.3321203,6.7951674,1,control,control,,4.0394974,797,A549,lung adenocarcinoma
C04_B02_RT_729,-0.46783122,9.697409,1,control,control,,5.7013574,779,A549,lung adenocarcinoma
C05_B02_RT_425,4.786734,3.0443563,5,control,control,,11.203431,2024,A549,lung adenocarcinoma
C05_B02_RT_432,0.45756254,7.511641,1,control,control,,5.61139,1487,A549,lung adenocarcinoma
C05_B02_RT_455,-0.6852912,9.264941,1,control,control,,5.0190115,951,A549,lung adenocarcinoma
C05_B02_RT_583,-0.7557219,6.5437407,1,control,control,,3.4482758,815,A549,lung adenocarcinoma
C06_B02_RT_400,-0.4719605,7.837135,1,control,control,,4.382284,1315,A549,lung adenocarcinoma
C07_A01_RT_617,-0.50173277,6.5082,1,control,control,,7.9104476,963,A549,lung adenocarcinoma
C07_B02_RT_464,-0.3525861,6.1713023,1,control,control,,5.1485147,743,A549,lung adenocarcinoma
C07_B02_RT_572,1.4945847,9.61734,1,control,control,,5.3168244,952,A549,lung adenocarcinoma
C07_B02_RT_575,0.46267202,6.9753933,1,control,control,,3.9548023,887,A549,lung adenocarcinoma
C07_B02_RT_636,0.25875735,6.708573,1,control,control,,4.7463174,846,A549,lung adenocarcinoma
C07_B02_RT_658,-0.24459253,6.299483,1,control,control,,3.9282665,814,A549,lung adenocarcinoma
C07_B02_RT_702,0.34409928,7.986711,1,control,control,,6.732673,709,A549,lung adenocarcinoma
C07_B02_RT_736,1.3492967,8.623602,1,control,control,,7.9189687,754,A549,lung adenocarcinoma
C08_B02_RT_404,4.489105,3.033785,5,control,control,,12.762313,1411,A549,lung adenocarcinoma
C08_B02_RT_432,0.55458045,7.4692225,1,control,control,,5.5342045,915,A549,lung adenocarcinoma
C08_B02_RT_485,-0.76780844,9.973919,1,control,control,,2.0758123,782,A549,lung adenocarcinoma
C08_B02_RT_503,-0.62638867,7.434827,1,control,control,,3.6774194,1064,A549,lung adenocarcinoma
C08_B02_RT_604,1.0035508,5.4568176,1,control,control,,9.591884,2259,A549,lung adenocarcinoma
C08_B02_RT_617,0.70142376,8.760418,1,control,control,,8.312343,1091,A549,lung adenocarcinoma
C08_B02_RT_619,-1.152505,7.9352956,1,control,control,,6.8039393,803,A549,lung adenocarcinoma
C08_B02_RT_635,1.3036939,9.662419,1,control,control,,2.5561097,1101,A549,lung adenocarcinoma
C09_B02_RT_397,0.61858857,9.423513,1,control,control,,4.336625,1451,A549,lung adenocarcinoma
C09_B02_RT_446,1.7639582,8.227693,1,control,control,,5.243446,756,A549,lung adenocarcinoma
C09_B02_RT_485,1.2489247,10.0119705,1,control,control,,2.6341465,744,A549,lung adenocarcinoma
C09_B02_RT_497,0.7401919,10.03719,1,control,control,,2.2792022,1010,A549,lung adenocarcinoma
C09_B02_RT_549,4.351747,3.1258104,5,control,control,,4.634947,1559,A549,lung adenocarcinoma
C09_B02_RT_687,7.2643294,0.75925034,0,control,control,,5.11822,2113,A549,lung adenocarcinoma
C09_B02_RT_711,1.7672822,7.322129,1,control,control,,6.2810946,1113,A549,lung adenocarcinoma
C09_B02_RT_729,1.7280608,7.28527,1,control,control,,2.5519848,770,A549,lung adenocarcinoma
C10_B02_RT_387,-0.6170713,8.259582,1,control,control,,5.275974,895,A549,lung adenocarcinoma
C10_B02_RT_433,-1.034249,8.101938,1,control,control,,2.154532,957,A549,lung adenocarcinoma
C10_B02_RT_438,0.5241595,8.611908,1,control,control,,4.732143,827,A549,lung adenocarcinoma
C10_B02_RT_517,0.92345643,7.8123503,1,control,control,,2.8244789,1045,A549,lung adenocarcinoma
C10_B02_RT_570,-1.1527096,8.200695,1,control,control,,5.2788844,721,A549,lung adenocarcinoma
C10_B02_RT_572,-0.026847364,9.010293,1,control,control,,4.3065696,984,A549,lung adenocarcinoma
C10_B02_RT_676,0.4075105,6.8441753,1,control,control,,2.0325203,781,A549,lung adenocarcinoma
C10_B02_RT_729,-1.0318236,7.6503882,1,control,control,,4.9615054,836,A549,lung adenocarcinoma
C11_A01_RT_575,0.96903634,6.7380514,1,control,control,,2.851711,783,A549,lung adenocarcinoma
C11_A01_RT_635,2.10621,7.4098167,1,control,control,,3.1037827,747,A549,lung adenocarcinoma
C11_B02_RT_387,-1.7757248,7.7986917,1,control,control,,4.883081,987,A549,lung adenocarcinoma
C11_B02_RT_428,-0.3049734,7.0556164,1,control,control,,3.5849056,776,A549,lung adenocarcinoma
C11_B02_RT_457,-0.48221818,9.30957,1,control,control,,3.2305434,981,A549,lung adenocarcinoma
C11_B02_RT_503,-1.0791967,8.295005,1,control,control,,3.1626506,1317,A549,lung adenocarcinoma
C11_B02_RT_566,0.51868415,6.448228,1,control,control,,4.778761,792,A549,lung adenocarcinoma
C11_B02_RT_583,-1.3421417,7.4101644,1,control,control,,2.0018198,848,A549,lung adenocarcinoma
C11_B02_RT_615,1.2924432,7.764621,1,control,control,,3.6144578,758,A549,lung adenocarcinoma
C11_B02_RT_625,2.021948,7.791172,1,control,control,,2.0950847,915,A549,lung adenocarcinoma
C11_B02_RT_649,7.7070937,1.806146,0,control,control,,4.131907,4382,A549,lung adenocarcinoma
C11_B02_RT_764,-1.4030393,8.204661,1,control,control,,6.5789475,776,A549,lung adenocarcinoma
C12_B02_RT_400,-0.66890097,9.583591,1,control,control,,3.8102958,1449,A549,lung adenocarcinoma
C12_B02_RT_455,2.0285625,8.853171,1,control,control,,3.768116,966,A549,lung adenocarcinoma
C12_B02_RT_497,1.3987808,7.286344,1,control,control,,2.787633,1287,A549,lung adenocarcinoma
C12_B02_RT_502,1.1540759,9.085096,1,control,control,,4.381291,1132,A549,lung adenocarcinoma
C12_B02_RT_533,0.76463866,6.0512776,1,control,control,,7.869634,842,A549,lung adenocarcinoma
C12_B02_RT_635,-1.065184,9.258869,1,control,control,,3.1102734,1407,A549,lung adenocarcinoma
D01_A01_RT_469,5.358882,4.214993,5,control,control,,5.5916305,1738,A549,lung adenocarcinoma
D01_A01_RT_635,1.3174145,8.351554,1,control,control,,4.427334,740,A549,lung adenocarcinoma
D01_A01_RT_710,-1.4110487,7.832068,1,control,control,,6.3063064,781,A549,lung adenocarcinoma
D01_B02_RT_433,1.427078,7.9498663,1,control,control,,2.1582735,810,A549,lung adenocarcinoma
D01_B02_RT_446,1.3460895,7.29902,1,control,control,,6.073567,826,A549,lung adenocarcinoma
D01_B02_RT_711,0.60422057,9.4026985,1,control,control,,7.1180553,1135,A549,lung adenocarcinoma
D02_A01_RT_400,-0.8262421,7.810299,1,control,control,,3.9285715,959,A549,lung adenocarcinoma
D02_A01_RT_710,-0.8776359,7.689496,1,control,control,,7.0621467,789,A549,lung adenocarcinoma
D02_A01_RT_752,11.61541,5.5870795,2,control,control,,1.9227662,3090,A549,lung adenocarcinoma
D03_A01_RT_497,-1.6756952,8.203454,1,control,control,,2.055921,875,A549,lung adenocarcinoma
D03_B02_RT_455,1.8836648,8.958952,1,control,control,,4.776119,749,A549,lung adenocarcinoma
D03_B02_RT_572,0.13648707,7.0846515,1,control,control,,5.812808,740,A549,lung adenocarcinoma
D03_B02_RT_617,0.20521887,8.340801,1,control,control,,9.137804,929,A549,lung adenocarcinoma
D03_B02_RT_752,2.583326,8.018652,1,control,control,,4.6242776,749,A549,lung adenocarcinoma
D04_B02_RT_387,-0.23463394,6.1338882,1,control,control,,4.422383,814,A549,lung adenocarcinoma
D04_B02_RT_467,1.3841875,7.3766613,1,control,control,,7.7497663,743,A549,lung adenocarcinoma
D04_B02_RT_619,1.8585769,6.621452,1,control,control,,5.4577465,796,A549,lung adenocarcinoma
D05_A01_RT_397,1.6695422,6.5491023,1,control,control,,5.9397883,858,A549,lung adenocarcinoma
D05_A01_RT_619,0.44065213,6.3690643,1,control,control,,6.932574,764,A549,lung adenocarcinoma
D05_B02_RT_397,0.84137106,6.576425,1,control,control,,5.1683636,876,A549,lung adenocarcinoma
D06_B02_RT_489,5.2777114,3.6277387,5,control,control,,10.281014,1735,A549,lung adenocarcinoma
D07_A01_RT_424,1.2466425,7.442798,1,control,control,,3.318584,998,A549,lung adenocarcinoma
D07_A01_RT_503,0.8648348,7.317345,1,control,control,,3.2230704,840,A549,lung adenocarcinoma
D07_A01_RT_635,-0.5500324,7.692756,1,control,control,,4.2464113,1134,A549,lung adenocarcinoma
D07_A01_RT_711,-0.46888715,7.6024003,1,control,control,,7.9802957,748,A549,lung adenocarcinoma
D07_B02_RT_432,4.7434883,1.4790484,3,control,control,,8.59675,1917,A549,lung adenocarcinoma
D07_B02_RT_630,-0.1477406,6.4098635,1,control,control,,3.974047,884,A549,lung adenocarcinoma
D08_B02_RT_424,1.629088,9.079777,1,control,control,,2.7755103,899,A549,lung adenocarcinoma
D08_B02_RT_711,-0.049415093,8.157548,1,control,control,,6.1683598,971,A549,lung adenocarcinoma
D09_A01_RT_502,0.7584092,6.6913238,1,control,control,,7.4476337,898,A549,lung adenocarcinoma
D10_A01_RT_637,4.3072605,3.8141038,5,control,control,,8.468835,1068,A549,lung adenocarcinoma
D10_B02_RT_396,1.996419,7.0651174,1,control,control,,5.6466303,809,A549,lung adenocarcinoma
D10_B02_RT_619,0.06899841,10.094445,1,control,control,,5.8387394,770,A549,lung adenocarcinoma
D11_B02_RT_396,-1.05941,6.9624805,1,control,control,,3.5928144,965,A549,lung adenocarcinoma
D11_B02_RT_455,1.7240587,6.4708047,1,control,control,,3.3000767,943,A549,lung adenocarcinoma
D12_B02_RT_638,5.1671896,3.1331975,5,control,control,,15.997717,2473,A549,lung adenocarcinoma
D12_B02_RT_676,-0.14313318,7.5946155,1,control,control,,2.670623,679,A549,lung adenocarcinoma
E01_A01_RT_400,-1.3068842,8.538435,1,control,control,,6.070496,995,A549,lung adenocarcinoma
E01_A01_RT_674,5.7569075,1.561546,3,control,control,,6.975169,2375,A549,lung adenocarcinoma
E01_B02_RT_572,0.099652044,7.418749,1,control,control,,5.2596536,1033,A549,lung adenocarcinoma
E02_A01_RT_400,-1.3055571,7.508761,1,control,control,,4.7749724,1177,A549,lung adenocarcinoma
E03_B02_RT_400,-0.6861584,6.423835,1,control,control,,3.856383,973,A549,lung adenocarcinoma
E03_B02_RT_424,0.18211183,8.835202,1,control,control,,2.65625,891,A549,lung adenocarcinoma
E03_B02_RT_446,6.4253845,-0.12477733,3,control,control,,4.6210155,3542,A549,lung adenocarcinoma
E03_B02_RT_462,4.3045397,3.9314497,5,control,control,,5.8377557,919,A549,lung adenocarcinoma
E03_B02_RT_480,4.859839,3.564657,5,control,control,,6.4535956,1899,A549,lung adenocarcinoma
E03_B02_RT_497,0.5772037,9.824056,1,control,control,,2.507837,906,A549,lung adenocarcinoma
E03_B02_RT_572,0.43917465,7.2694798,1,control,control,,5.059798,773,A549,lung adenocarcinoma
E03_B02_RT_701,1.1345638,7.14917,1,control,control,,3.7931035,823,A549,lung adenocarcinoma
E04_A01_RT_397,0.11244986,7.0819135,1,control,control,,5.426357,1122,A549,lung adenocarcinoma
E04_A01_RT_709,5.36291,3.5607386,5,control,control,,17.866611,3744,A549,lung adenocarcinoma
E04_B02_RT_729,-1.0158411,8.831383,1,control,control,,6.055046,766,A549,lung adenocarcinoma
E05_A01_RT_617,-1.27565,8.945789,1,control,control,,8.829713,974,A549,lung adenocarcinoma
E05_B02_RT_432,-0.43204162,8.395259,1,control,control,,5.3540587,825,A549,lung adenocarcinoma
E05_B02_RT_727,1.9626364,6.8281655,1,control,control,,2.8716216,873,A549,lung adenocarcinoma
E05_B02_RT_729,-0.9411286,6.5546885,1,control,control,,4.032922,885,A549,lung adenocarcinoma
E06_A01_RT_397,1.3389626,6.224479,1,control,control,,6.3262196,909,A549,lung adenocarcinoma
E06_A01_RT_400,-1.4300678,7.9967165,1,control,control,,4.805915,746,A549,lung adenocarcinoma
E06_A01_RT_502,1.1222906,7.8030124,1,control,control,,6.391926,866,A549,lung adenocarcinoma
E06_B02_RT_533,0.33022407,7.2069945,1,control,control,,8.542247,732,A549,lung adenocarcinoma
E06_B02_RT_572,0.6312285,6.9536843,1,control,control,,5.372895,871,A549,lung adenocarcinoma
E06_B02_RT_702,0.7406682,7.440919,1,control,control,,5.4102798,793,A549,lung adenocarcinoma
E06_B02_RT_752,0.26215175,7.4152274,1,control,control,,3.445946,1005,A549,lung adenocarcinoma
E07_A01_RT_599,5.5135417,4.092379,5,control,control,,8.964316,1974,A549,lung adenocarcinoma
E07_A01_RT_720,-0.05697516,7.111683,1,control,control,,3.5818713,959,A549,lung adenocarcinoma
E07_B02_RT_619,0.14955123,6.748305,1,control,control,,5.646481,849,A549,lung adenocarcinoma
E08_A01_RT_400,6.049762,0.6300254,3,control,control,,14.179475,3523,A549,lung adenocarcinoma
E08_B02_RT_397,1.2435417,6.978322,1,control,control,,4.0221915,966,A549,lung adenocarcinoma
E08_B02_RT_437,2.0810761,8.764886,1,control,control,,7.1705427,742,A549,lung adenocarcinoma
E08_B02_RT_570,0.37788185,7.7293544,1,control,control,,3.5053554,768,A549,lung adenocarcinoma
E08_B02_RT_572,0.61983246,7.8635736,1,control,control,,3.9046988,1019,A549,lung adenocarcinoma
E08_B02_RT_653,4.2004185,3.0507421,5,control,control,,8.470678,1489,A549,lung adenocarcinoma
E08_B02_RT_752,0.5647283,9.780661,1,control,control,,4.275996,745,A549,lung adenocarcinoma
E09_A01_RT_502,-0.18588087,8.635812,1,control,control,,5.1856594,1089,A549,lung adenocarcinoma
E09_A01_RT_617,0.486064,9.997175,1,control,control,,10.677618,996,A549,lung adenocarcinoma
E09_B02_RT_400,8.5260725,-0.31673038,0,control,control,,6.0227275,1633,A549,lung adenocarcinoma
E09_B02_RT_575,-0.03411638,6.735803,1,control,control,,2.9668412,848,A549,lung adenocarcinoma
E10_A01_RT_641,4.218989,3.3509433,5,control,control,,5.35855,939,A549,lung adenocarcinoma
E10_B02_RT_572,0.043765787,10.339192,1,control,control,,6.4896755,731,A549,lung adenocarcinoma
E11_B02_RT_387,0.022626258,6.4016204,1,control,control,,5.5080724,745,A549,lung adenocarcinoma
E11_B02_RT_467,-0.73360264,8.847586,1,control,control,,8.062016,864,A549,lung adenocarcinoma
E11_B02_RT_497,1.4305854,8.027536,1,control,control,,3.0683403,999,A549,lung adenocarcinoma
E11_B02_RT_711,-0.9136808,9.498563,1,control,control,,8.280923,1260,A549,lung adenocarcinoma
E11_B02_RT_729,-0.33875823,9.750987,1,control,control,,3.6639857,783,A549,lung adenocarcinoma
E12_A01_RT_711,1.1093732,9.700747,1,control,control,,8.098592,853,A549,lung adenocarcinoma
F01_B02_RT_402,-1.4713336,9.312841,1,control,control,,4.3010755,1002,A549,lung adenocarcinoma
F01_B02_RT_464,2.0786283,8.997402,1,control,control,,3.7769785,779,A549,lung adenocarcinoma
F01_B02_RT_711,0.66035944,7.7159243,1,control,control,,4.6416383,1005,A549,lung adenocarcinoma
F02_A01_RT_402,0.6061142,9.157171,1,control,control,,4.0616245,950,A549,lung adenocarcinoma
F02_A01_RT_432,1.3373498,8.333505,1,control,control,,5.2579365,735,A549,lung adenocarcinoma
F02_A01_RT_711,0.66974986,9.621099,1,control,control,,7.5155277,1104,A549,lung adenocarcinoma
F02_B02_RT_402,4.7129693,1.9930482,3,control,control,,8.139535,1693,A549,lung adenocarcinoma
F02_B02_RT_535,5.255183,4.0007896,5,control,control,,6.3345966,1197,A549,lung adenocarcinoma
F03_A01_RT_503,0.6572836,9.198394,1,control,control,,3.602812,876,A549,lung adenocarcinoma
F03_B02_RT_400,2.4757562,8.446733,1,control,control,,3.8526673,1370,A549,lung adenocarcinoma
F03_B02_RT_432,0.54782367,9.438384,1,control,control,,5.21251,870,A549,lung adenocarcinoma
F03_B02_RT_436,4.4693074,3.5457456,5,control,control,,11.285501,1536,A549,lung adenocarcinoma
F03_B02_RT_499,2.1856642,6.988889,1,control,control,,4.6772685,769,A549,lung adenocarcinoma
F03_B02_RT_508,0.7224049,6.7878256,1,control,control,,5.501331,791,A549,lung adenocarcinoma
F03_B02_RT_570,0.0015322736,7.4178963,1,control,control,,3.9347408,762,A549,lung adenocarcinoma
F03_B02_RT_635,1.9766059,8.225396,1,control,control,,2.9528677,1170,A549,lung adenocarcinoma
F03_B02_RT_752,1.2610871,9.488173,1,control,control,,4.7402005,825,A549,lung adenocarcinoma
F04_A01_RT_485,1.5886219,6.9695835,1,control,control,,4.072398,921,A549,lung adenocarcinoma
F04_A01_RT_497,1.0535686,8.0652485,1,control,control,,2.4723487,1082,A549,lung adenocarcinoma
F04_A01_RT_566,2.4422426,6.539701,1,control,control,,3.2227488,769,A549,lung adenocarcinoma
F04_B02_RT_503,0.36519632,7.9151692,1,control,control,,2.7355623,1133,A549,lung adenocarcinoma
F04_B02_RT_716,0.9058848,6.156996,1,control,control,,8.0,768,A549,lung adenocarcinoma
F04_B02_RT_729,-1.1263051,7.8920026,1,control,control,,4.123711,775,A549,lung adenocarcinoma
F05_A01_RT_396,-0.025917726,6.381339,1,control,control,,6.004619,906,A549,lung adenocarcinoma
F05_A01_RT_572,1.1367569,7.3502474,1,control,control,,6.2176166,938,A549,lung adenocarcinoma
F05_A01_RT_619,-0.23024592,8.899804,1,control,control,,7.1766562,891,A549,lung adenocarcinoma
F05_B02_RT_397,-0.062002227,8.799602,1,control,control,,3.9507773,1062,A549,lung adenocarcinoma
F05_B02_RT_400,0.12273311,10.271571,1,control,control,,4.3290043,1339,A549,lung adenocarcinoma
F06_A01_RT_402,-0.09136116,8.830114,1,control,control,,4.6604047,1591,A549,lung adenocarcinoma
F06_A01_RT_406,0.26761568,7.1074023,1,control,control,,7.03125,815,A549,lung adenocarcinoma
F06_A01_RT_485,1.0815991,7.762761,1,control,control,,5.1000648,1011,A549,lung adenocarcinoma
F06_A01_RT_521,-1.0701928,8.898101,1,control,control,,8.144417,842,A549,lung adenocarcinoma
F06_A01_RT_575,-0.24007338,6.8478575,1,control,control,,4.6720576,825,A549,lung adenocarcinoma
F06_A01_RT_630,0.1693061,6.4112463,1,control,control,,5.7471266,1002,A549,lung adenocarcinoma
F06_A01_RT_711,0.1703499,8.709844,1,control,control,,8.078603,1422,A549,lung adenocarcinoma
F06_B02_RT_484,1.2386055,7.5801687,1,control,control,,5.533597,745,A549,lung adenocarcinoma
F06_B02_RT_617,-1.0875058,7.1072717,1,control,control,,9.706411,1105,A549,lung adenocarcinoma
F07_A01_RT_455,2.4021244,8.261117,1,control,control,,5.2742615,981,A549,lung adenocarcinoma
F07_A01_RT_707,2.3032362,8.750689,1,control,control,,3.996367,800,A549,lung adenocarcinoma
F07_B02_RT_497,-0.31164992,8.078545,1,control,control,,2.0453289,1244,A549,lung adenocarcinoma
F07_B02_RT_604,1.2015646,7.8903685,1,control,control,,2.7468448,976,A549,lung adenocarcinoma
F08_A01_RT_387,2.0114448,6.9120674,1,control,control,,5.9139786,791,A549,lung adenocarcinoma
F08_A01_RT_406,1.8331016,8.701494,1,control,control,,8.277027,853,A549,lung adenocarcinoma
F08_A01_RT_503,0.71759164,8.087572,1,control,control,,3.0447192,788,A549,lung adenocarcinoma
F08_B02_RT_424,-0.7518759,8.410635,1,control,control,,3.5767512,994,A549,lung adenocarcinoma
F08_B02_RT_497,0.7617983,8.916366,1,control,control,,2.6809652,1045,A549,lung adenocarcinoma
F08_B02_RT_619,0.7141461,7.3849587,1,control,control,,6.2618594,769,A549,lung adenocarcinoma
F09_A01_RT_485,1.158239,9.375497,1,control,control,,3.0330062,784,A549,lung adenocarcinoma
F09_A01_RT_623,0.4635249,8.902452,1,control,control,,4.0,1105,A549,lung adenocarcinoma
F09_A01_RT_637,1.9707489,6.9568048,1,control,control,,10.034014,808,A549,lung adenocarcinoma
F09_A01_RT_711,1.2777327,10.030508,1,control,control,,8.087487,1277,A549,lung adenocarcinoma
F09_B02_RT_626,5.0509806,2.860589,5,control,control,,9.018933,1805,A549,lung adenocarcinoma
F09_B02_RT_674,4.671565,3.6505404,5,control,control,,14.858959,1495,A549,lung adenocarcinoma
F09_B02_RT_746,0.19307491,9.596106,1,control,control,,3.3398821,739,A549,lung adenocarcinoma
F10_B02_RT_502,-0.25612658,7.7821827,1,control,control,,3.59375,930,A549,lung adenocarcinoma
F10_B02_RT_711,-0.013297281,8.048746,1,control,control,,5.197505,1258,A549,lung adenocarcinoma
F11_B02_RT_489,7.360059,1.1743423,0,control,control,,8.967972,2367,A549,lung adenocarcinoma
